Block,Episode,Start position x,End position y,Goal position x,Goal position y,Agent errors,Agent total movements,Interface errors,Interface total movements,Agent correct %,Interface correct %,Total correct %
BLOCK 2,8,4,5,1,1,1,4,2,11,75.0,81.81818181818183,80.0
BLOCK 2,9,5,2,1,5,6,15,3,10,60.0,70.0,64.0
BLOCK 2,10,2,5,5,1,1,8,3,7,87.5,57.14285714285714,73.33333333333333
BLOCK 2,11,5,1,1,5,5,13,0,4,61.53846153846154,100.0,70.58823529411765
BLOCK 2,12,1,2,5,5,2,7,2,8,71.42857142857143,75.0,73.33333333333333
BLOCK 2,13,1,5,5,2,4,12,1,5,66.66666666666666,80.0,70.58823529411765
BLOCK 3,1,1,5,5,2,2,8,2,7,75.0,71.42857142857143,73.33333333333333
BLOCK 3,2,1,5,4,1,1,10,8,15,90.0,46.666666666666664,64.0
BLOCK 3,3,2,5,5,1,2,6,0,5,66.66666666666666,100.0,81.81818181818183
BLOCK 3,4,5,1,1,5,1,6,4,11,83.33333333333334,63.63636363636363,70.58823529411765
BLOCK 3,5,1,1,4,5,2,7,1,6,71.42857142857143,83.33333333333334,76.92307692307693
BLOCK 3,6,1,5,5,1,1,10,6,12,90.0,50.0,68.18181818181817
BLOCK 3,7,1,1,5,5,3,12,3,8,75.0,62.5,70.0
BLOCK 3,8,5,1,2,5,0,6,4,9,100.0,55.55555555555556,73.33333333333333
BLOCK 3,9,2,1,5,5,1,5,2,8,80.0,75.0,76.92307692307693
BLOCK 3,10,5,1,2,5,2,5,1,8,60.0,87.5,76.92307692307693
BLOCK 3,11,2,1,5,5,1,6,3,9,83.33333333333334,66.66666666666666,73.33333333333333
BLOCK 3,12,1,1,5,5,2,8,1,6,75.0,83.33333333333334,78.57142857142857
BLOCK 3,13,5,5,2,1,1,8,3,8,87.5,62.5,75.0
BLOCK 4,1,1,5,5,2,1,7,4,10,85.71428571428571,60.0,70.58823529411765
BLOCK 4,2,1,5,5,1,3,10,2,8,70.0,75.0,72.22222222222221
BLOCK 4,3,1,5,5,2,2,10,0,1,80.0,100.0,81.81818181818183
BLOCK 4,4,5,5,1,2,2,8,0,3,75.0,100.0,81.81818181818183
BLOCK 4,5,5,5,1,2,1,5,3,10,80.0,70.0,73.33333333333333
BLOCK 4,6,5,5,1,1,10,28,0,0,64.28571428571429,0,64.28571428571429
BLOCK 4,7,1,1,5,4,2,8,3,9,75.0,66.66666666666666,70.58823529411765
BLOCK 4,8,1,2,5,5,0,2,1,7,100.0,85.71428571428571,88.88888888888889
BLOCK 4,9,5,5,1,2,2,7,2,8,71.42857142857143,75.0,73.33333333333333
BLOCK 4,10,5,1,2,5,4,12,3,11,66.66666666666666,72.72727272727273,69.56521739130434
BLOCK 4,11,5,1,1,4,3,9,1,6,66.66666666666666,83.33333333333334,73.33333333333333
BLOCK 4,12,5,4,1,1,2,6,3,11,66.66666666666666,72.72727272727273,70.58823529411765
BLOCK 4,13,1,1,4,5,1,4,2,9,75.0,77.77777777777779,76.92307692307693
BLOCK 5,1,1,1,5,4,1,7,6,14,85.71428571428571,57.14285714285714,66.66666666666666
BLOCK 5,2,1,5,5,1,0,4,10,24,100.0,58.333333333333336,64.28571428571429
BLOCK 5,3,2,5,5,1,0,1,3,12,100.0,75.0,76.92307692307693
BLOCK 5,4,1,1,5,4,2,6,3,11,66.66666666666666,72.72727272727273,70.58823529411765
BLOCK 5,5,4,5,1,1,2,6,0,5,66.66666666666666,100.0,81.81818181818183
BLOCK 5,6,5,4,1,1,3,9,0,4,66.66666666666666,100.0,76.92307692307693
BLOCK 5,7,5,1,1,5,9,26,4,8,65.38461538461539,50.0,61.76470588235294
BLOCK 5,8,4,1,1,5,4,14,0,1,71.42857142857143,100.0,73.33333333333333
BLOCK 5,9,4,1,1,5,3,12,2,6,75.0,66.66666666666666,72.22222222222221
BLOCK 5,10,5,2,1,5,0,7,0,0,100.0,0,100.0
BLOCK 5,11,4,1,1,5,2,10,3,7,80.0,57.14285714285714,70.58823529411765
BLOCK 5,12,5,5,2,1,2,8,2,7,75.0,71.42857142857143,73.33333333333333
BLOCK 5,13,1,2,5,5,2,10,5,11,80.0,54.54545454545454,66.66666666666666
BLOCK 6,1,4,1,1,5,3,10,0,3,70.0,100.0,76.92307692307693
BLOCK 6,2,1,1,4,5,2,7,1,6,71.42857142857143,83.33333333333334,76.92307692307693
BLOCK 6,3,1,5,5,1,0,6,0,2,100.0,100.0,100.0
BLOCK 6,4,5,1,2,5,1,7,3,8,85.71428571428571,62.5,73.33333333333333
BLOCK 6,5,1,5,5,1,5,15,2,7,66.66666666666666,71.42857142857143,68.18181818181817
BLOCK 6,6,5,4,1,1,1,3,0,6,66.66666666666666,100.0,88.88888888888889
BLOCK 6,7,5,4,1,1,1,7,0,2,85.71428571428571,100.0,88.88888888888889
BLOCK 6,8,1,4,5,1,2,7,0,4,71.42857142857143,100.0,81.81818181818183
BLOCK 6,9,5,5,1,2,0,7,0,2,100.0,100.0,100.0
BLOCK 6,10,5,1,1,5,2,8,3,10,75.0,70.0,72.22222222222221
BLOCK 6,11,5,2,1,5,0,2,1,7,100.0,85.71428571428571,88.88888888888889
BLOCK 6,12,5,5,2,1,2,10,11,22,80.0,50.0,59.375
BLOCK 6,13,1,1,5,4,0,0,0,7,0,100.0,100.0
BLOCK 7,1,5,5,2,1,3,10,1,5,70.0,80.0,73.33333333333333
BLOCK 7,2,1,5,5,1,3,13,1,2,76.92307692307693,50.0,73.33333333333333
BLOCK 7,3,5,5,1,2,0,4,1,7,100.0,85.71428571428571,90.9090909090909
BLOCK 7,4,2,1,5,5,2,9,5,12,77.77777777777779,58.333333333333336,66.66666666666666
BLOCK 7,5,1,2,5,5,1,5,3,10,80.0,70.0,73.33333333333333
BLOCK 7,6,4,5,1,1,1,6,1,5,83.33333333333334,80.0,81.81818181818183
BLOCK 7,7,1,1,4,5,2,7,1,6,71.42857142857143,83.33333333333334,76.92307692307693
BLOCK 7,8,1,5,5,2,3,12,1,3,75.0,66.66666666666666,73.33333333333333
BLOCK 7,9,2,5,5,1,2,11,0,0,81.81818181818183,0,81.81818181818183
BLOCK 7,10,5,1,2,5,0,1,2,10,100.0,80.0,81.81818181818183
BLOCK 7,11,1,1,5,5,2,9,3,9,77.77777777777779,66.66666666666666,72.22222222222221
BLOCK 7,12,5,5,1,1,2,8,0,4,75.0,100.0,83.33333333333334
BLOCK 7,13,2,5,5,1,5,15,2,5,66.66666666666666,60.0,65.0
BLOCK 8,1,1,5,5,2,1,5,3,10,80.0,70.0,73.33333333333333
BLOCK 8,2,5,1,2,5,2,10,1,3,80.0,66.66666666666666,76.92307692307693
BLOCK 8,3,2,1,5,5,0,3,2,8,100.0,75.0,81.81818181818183
BLOCK 8,4,5,1,2,5,1,4,1,7,75.0,85.71428571428571,81.81818181818183
BLOCK 8,5,2,5,5,1,0,1,2,10,100.0,80.0,81.81818181818183
BLOCK 8,6,5,5,1,2,2,8,0,3,75.0,100.0,81.81818181818183
BLOCK 8,7,1,2,5,5,1,7,2,6,85.71428571428571,66.66666666666666,76.92307692307693
BLOCK 8,8,4,1,1,5,1,9,0,0,88.88888888888889,0,88.88888888888889
BLOCK 8,9,5,5,1,2,5,14,0,3,64.28571428571429,100.0,70.58823529411765
BLOCK 8,10,1,1,5,4,2,8,3,9,75.0,66.66666666666666,70.58823529411765
BLOCK 8,11,1,1,4,5,1,7,1,4,85.71428571428571,75.0,81.81818181818183
BLOCK 8,12,1,5,5,1,4,16,0,0,75.0,0,75.0
BLOCK 8,13,1,1,5,5,1,6,1,6,83.33333333333334,83.33333333333334,83.33333333333334
BLOCK 9,1,5,1,2,5,1,6,2,7,83.33333333333334,71.42857142857143,76.92307692307693
BLOCK 9,2,1,5,4,1,0,6,3,7,100.0,57.14285714285714,76.92307692307693
BLOCK 9,3,1,4,5,1,0,4,0,3,100.0,100.0,100.0
BLOCK 9,4,1,1,5,4,0,5,1,4,100.0,75.0,88.88888888888889
BLOCK 9,5,5,1,1,5,1,7,1,5,85.71428571428571,80.0,83.33333333333334
BLOCK 9,6,2,5,5,1,2,5,0,6,60.0,100.0,81.81818181818183
BLOCK 9,7,5,4,1,1,1,5,3,10,80.0,70.0,73.33333333333333
BLOCK 9,8,1,1,4,5,2,9,2,6,77.77777777777779,66.66666666666666,73.33333333333333
BLOCK 9,9,1,1,4,5,1,5,1,6,80.0,83.33333333333334,81.81818181818183
BLOCK 9,10,1,1,4,5,0,3,0,4,100.0,100.0,100.0
BLOCK 9,11,2,5,5,1,1,6,1,5,83.33333333333334,80.0,81.81818181818183
BLOCK 9,12,2,5,5,1,2,6,0,5,66.66666666666666,100.0,81.81818181818183
BLOCK 9,13,5,5,2,1,1,4,0,5,75.0,100.0,88.88888888888889
BLOCK 10,1,5,1,1,5,1,5,1,7,80.0,85.71428571428571,83.33333333333334
BLOCK 10,2,5,1,1,5,3,11,1,5,72.72727272727273,80.0,75.0
BLOCK 10,3,1,5,5,1,1,6,1,6,83.33333333333334,83.33333333333334,83.33333333333334
BLOCK 10,4,2,1,5,5,5,15,1,4,66.66666666666666,75.0,68.42105263157895
BLOCK 10,5,5,1,1,5,0,1,2,11,100.0,81.81818181818183,83.33333333333334
BLOCK 10,6,4,1,1,5,1,8,0,3,87.5,100.0,90.9090909090909
BLOCK 10,7,4,1,1,5,2,7,0,4,71.42857142857143,100.0,81.81818181818183
BLOCK 10,8,4,1,1,5,1,4,0,5,75.0,100.0,88.88888888888889
BLOCK 10,9,1,1,5,4,2,7,2,8,71.42857142857143,75.0,73.33333333333333
BLOCK 10,10,5,5,1,1,1,7,1,5,85.71428571428571,80.0,83.33333333333334
BLOCK 10,11,5,2,1,5,1,7,1,4,85.71428571428571,75.0,81.81818181818183
BLOCK 10,12,5,1,2,5,1,7,2,6,85.71428571428571,66.66666666666666,76.92307692307693
BLOCK 10,13,5,1,2,5,4,13,1,4,69.23076923076923,75.0,70.58823529411765
BLOCK 11,1,5,5,1,2,0,5,4,12,100.0,66.66666666666666,76.47058823529412
BLOCK 11,2,1,2,5,5,0,5,1,4,100.0,75.0,88.88888888888889
BLOCK 11,3,5,5,2,1,3,11,3,10,72.72727272727273,70.0,71.42857142857143
BLOCK 11,4,1,1,5,4,1,6,0,3,83.33333333333334,100.0,88.88888888888889
BLOCK 11,5,5,1,2,5,0,3,3,10,100.0,70.0,76.92307692307693
BLOCK 11,6,1,1,4,5,0,5,3,8,100.0,62.5,76.92307692307693
BLOCK 11,7,1,5,4,1,0,7,0,0,100.0,0,100.0
BLOCK 11,8,2,5,5,1,0,7,0,0,100.0,0,100.0
BLOCK 11,9,5,4,1,1,2,8,1,5,75.0,80.0,76.92307692307693
BLOCK 11,10,5,1,1,5,0,0,0,8,0,100.0,100.0
BLOCK 11,11,4,1,1,5,0,1,4,14,100.0,71.42857142857143,73.33333333333333
BLOCK 11,12,5,1,1,5,0,0,1,10,0,90.0,90.0
BLOCK 11,13,4,5,1,1,2,10,1,5,80.0,80.0,80.0
BLOCK 12,1,2,5,5,1,0,2,1,7,100.0,85.71428571428571,88.88888888888889
BLOCK 12,2,1,1,4,5,0,3,2,8,100.0,75.0,81.81818181818183
BLOCK 12,3,1,1,5,4,2,9,1,4,77.77777777777779,75.0,76.92307692307693
BLOCK 12,4,5,1,2,5,0,0,2,12,0,83.33333333333334,83.33333333333334
BLOCK 12,5,2,5,5,1,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 12,6,5,5,1,1,1,4,3,12,75.0,75.0,75.0
BLOCK 12,7,5,5,2,1,2,6,1,7,66.66666666666666,85.71428571428571,76.92307692307693
BLOCK 12,8,2,1,5,5,1,7,3,8,85.71428571428571,62.5,73.33333333333333
BLOCK 12,9,5,2,1,5,0,1,7,20,100.0,65.0,66.66666666666666
BLOCK 12,10,1,1,4,5,1,6,0,3,83.33333333333334,100.0,88.88888888888889
BLOCK 12,11,5,2,1,5,0,0,1,9,0,88.88888888888889,88.88888888888889
BLOCK 12,12,2,5,5,1,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 12,13,1,5,5,1,0,6,2,6,100.0,66.66666666666666,83.33333333333334
