Block,Episode,Start position x,End position y,Goal position x,Goal position y,Agent errors,Agent total movements,Interface errors,Interface total movements,Agent correct %,Interface correct %,Total correct %
BLOCK 6,2,1,4,5,1,0,0,2,11,0,81.81818181818183,81.81818181818183
BLOCK 6,3,2,5,5,1,0,2,1,7,100.0,85.71428571428571,88.88888888888889
BLOCK 6,4,4,5,1,1,1,6,4,11,83.33333333333334,63.63636363636363,70.58823529411765
BLOCK 6,5,2,1,5,5,0,3,0,4,100.0,100.0,100.0
BLOCK 6,6,1,1,4,5,2,8,4,11,75.0,63.63636363636363,68.42105263157895
BLOCK 6,7,5,1,2,5,0,2,3,11,100.0,72.72727272727273,76.92307692307693
BLOCK 6,8,1,2,5,5,1,8,1,3,87.5,66.66666666666666,81.81818181818183
BLOCK 6,9,5,1,2,5,1,3,0,6,66.66666666666666,100.0,88.88888888888889
BLOCK 6,10,5,1,1,4,0,2,3,11,100.0,72.72727272727273,76.92307692307693
BLOCK 6,11,5,1,2,5,0,0,4,16,0,75.0,75.0
BLOCK 6,12,5,1,1,5,2,11,2,5,81.81818181818183,60.0,75.0
BLOCK 6,13,5,5,1,2,0,3,2,8,100.0,75.0,81.81818181818183
BLOCK 7,1,1,1,5,4,2,11,0,0,81.81818181818183,0,81.81818181818183
BLOCK 7,2,5,1,1,4,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 7,3,2,1,5,5,2,12,4,6,83.33333333333334,33.33333333333333,66.66666666666666
BLOCK 7,4,1,2,5,5,0,7,0,0,100.0,0,100.0
BLOCK 7,5,5,1,2,5,1,6,0,3,83.33333333333334,100.0,88.88888888888889
BLOCK 7,6,5,1,1,4,1,5,0,4,80.0,100.0,88.88888888888889
BLOCK 7,7,1,2,5,5,3,12,0,1,75.0,100.0,76.92307692307693
BLOCK 7,8,5,4,1,1,0,0,2,11,0,81.81818181818183,81.81818181818183
BLOCK 7,9,5,2,1,5,2,7,5,12,71.42857142857143,58.333333333333336,63.1578947368421
BLOCK 7,10,2,1,5,5,1,8,1,3,87.5,66.66666666666666,81.81818181818183
BLOCK 7,11,5,5,1,1,0,0,2,12,0,83.33333333333334,83.33333333333334
BLOCK 7,12,2,5,5,1,0,3,0,4,100.0,100.0,100.0
BLOCK 7,13,1,2,5,5,2,9,0,2,77.77777777777779,100.0,81.81818181818183
BLOCK 8,1,4,5,1,1,0,0,7,21,0,66.66666666666666,66.66666666666666
BLOCK 8,2,5,5,1,1,1,7,0,3,85.71428571428571,100.0,90.0
BLOCK 8,3,4,5,1,1,0,0,1,9,0,88.88888888888889,88.88888888888889
BLOCK 8,4,4,1,1,5,2,5,0,6,60.0,100.0,81.81818181818183
BLOCK 8,5,4,1,1,5,3,11,0,4,72.72727272727273,100.0,80.0
BLOCK 8,6,1,4,5,1,0,3,5,16,100.0,68.75,73.68421052631578
BLOCK 8,7,4,5,1,1,0,4,2,9,100.0,77.77777777777779,84.61538461538461
BLOCK 8,8,5,4,1,1,0,2,3,13,100.0,76.92307692307693,80.0
BLOCK 8,9,1,2,5,5,1,3,4,14,66.66666666666666,71.42857142857143,70.58823529411765
BLOCK 8,10,5,5,1,1,1,5,7,19,80.0,63.1578947368421,66.66666666666666
BLOCK 8,11,1,2,5,5,0,2,0,5,100.0,100.0,100.0
BLOCK 8,12,5,4,1,1,0,3,3,12,100.0,75.0,80.0
BLOCK 8,13,5,1,1,5,1,6,1,6,83.33333333333334,83.33333333333334,83.33333333333334
BLOCK 9,1,5,5,1,2,0,3,0,4,100.0,100.0,100.0
BLOCK 9,2,1,1,4,5,0,4,0,3,100.0,100.0,100.0
BLOCK 9,3,5,2,1,5,2,6,2,9,66.66666666666666,77.77777777777779,73.33333333333333
BLOCK 9,4,1,1,4,5,1,6,3,9,83.33333333333334,66.66666666666666,73.33333333333333
BLOCK 9,5,4,1,1,5,2,6,2,9,66.66666666666666,77.77777777777779,73.33333333333333
BLOCK 9,6,1,1,5,4,1,8,4,9,87.5,55.55555555555556,70.58823529411765
BLOCK 9,7,2,1,5,5,0,4,0,3,100.0,100.0,100.0
BLOCK 9,8,4,1,1,5,3,10,1,5,70.0,80.0,73.33333333333333
BLOCK 9,9,5,1,1,5,1,6,1,6,83.33333333333334,83.33333333333334,83.33333333333334
BLOCK 9,10,1,5,5,2,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 9,11,1,5,5,2,0,4,2,7,100.0,71.42857142857143,81.81818181818183
BLOCK 9,12,1,1,5,5,1,5,1,7,80.0,85.71428571428571,83.33333333333334
BLOCK 9,13,1,4,5,1,1,9,8,16,88.88888888888889,50.0,64.0
BLOCK 10,1,2,5,5,1,4,11,6,16,63.63636363636363,62.5,62.96296296296296
BLOCK 10,2,5,5,2,1,0,2,0,5,100.0,100.0,100.0
BLOCK 10,3,2,1,5,5,1,9,0,0,88.88888888888889,0,88.88888888888889
BLOCK 10,4,2,5,5,1,3,9,1,6,66.66666666666666,83.33333333333334,73.33333333333333
BLOCK 10,5,1,4,5,1,3,10,0,3,70.0,100.0,76.92307692307693
BLOCK 10,6,5,5,1,2,6,18,0,1,66.66666666666666,100.0,68.42105263157895
BLOCK 10,7,1,4,5,1,6,12,4,15,50.0,73.33333333333333,62.96296296296296
BLOCK 10,8,1,2,5,5,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 10,9,5,1,1,4,2,6,1,7,66.66666666666666,85.71428571428571,76.92307692307693
BLOCK 10,10,4,5,1,1,1,3,3,12,66.66666666666666,75.0,73.33333333333333
BLOCK 10,11,5,1,1,5,2,8,0,3,75.0,100.0,81.81818181818183
BLOCK 10,12,2,5,5,1,1,3,0,6,66.66666666666666,100.0,88.88888888888889
BLOCK 10,13,2,1,5,5,0,6,0,1,100.0,100.0,100.0
BLOCK 11,1,1,5,5,2,2,8,2,8,75.0,75.0,75.0
BLOCK 11,2,1,1,5,4,5,17,0,0,70.58823529411765,0,70.58823529411765
BLOCK 11,3,1,1,4,5,0,7,0,0,100.0,0,100.0
BLOCK 11,4,5,4,1,1,0,0,0,7,0,100.0,100.0
BLOCK 11,5,1,2,5,5,4,13,1,4,69.23076923076923,75.0,70.58823529411765
BLOCK 11,6,2,1,5,5,1,8,0,1,87.5,100.0,88.88888888888889
BLOCK 11,7,4,5,1,1,0,2,1,9,100.0,88.88888888888889,90.9090909090909
BLOCK 11,8,5,5,1,2,0,2,4,13,100.0,69.23076923076923,73.33333333333333
BLOCK 11,9,1,5,5,2,3,9,1,6,66.66666666666666,83.33333333333334,73.33333333333333
BLOCK 11,10,1,1,4,5,3,13,0,0,76.92307692307693,0,76.92307692307693
BLOCK 11,11,1,4,5,1,4,18,10,17,77.77777777777779,41.17647058823529,60.0
BLOCK 11,12,2,1,5,5,1,8,0,1,87.5,100.0,88.88888888888889
BLOCK 11,13,1,4,5,1,0,6,2,7,100.0,71.42857142857143,84.61538461538461
BLOCK 12,1,1,5,5,2,2,10,0,1,80.0,100.0,81.81818181818183
BLOCK 12,2,5,5,2,1,1,5,3,10,80.0,70.0,73.33333333333333
BLOCK 12,3,1,1,4,5,5,12,2,9,58.333333333333336,77.77777777777779,66.66666666666666
BLOCK 12,4,1,2,5,5,2,8,1,5,75.0,80.0,76.92307692307693
BLOCK 12,5,1,1,5,5,4,10,1,8,60.0,87.5,72.22222222222221
BLOCK 12,6,5,4,1,1,2,8,1,5,75.0,80.0,76.92307692307693
BLOCK 12,7,1,1,5,4,8,19,3,10,57.89473684210527,70.0,62.06896551724138
BLOCK 12,8,5,1,1,5,0,0,1,10,0,90.0,90.0
BLOCK 12,9,2,1,5,5,3,11,1,4,72.72727272727273,75.0,73.33333333333333
BLOCK 12,10,2,1,5,5,3,11,2,6,72.72727272727273,66.66666666666666,70.58823529411765
BLOCK 12,11,1,5,4,1,1,7,1,4,85.71428571428571,75.0,81.81818181818183
BLOCK 12,12,1,1,4,5,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 12,13,1,1,5,4,0,1,0,6,100.0,100.0,100.0
