Block,Episode,Start position x,End position y,Goal position x,Goal position y,Agent errors,Agent total movements,Interface errors,Interface total movements,Agent correct %,Interface correct %,Total correct %
BLOCK 10,4,5,1,1,5,3,12,2,6,75.0,66.66666666666666,72.22222222222221
BLOCK 10,5,1,5,5,1,2,10,2,5,80.0,60.0,73.33333333333333
BLOCK 10,6,5,1,1,5,2,10,2,6,80.0,66.66666666666666,75.0
BLOCK 10,7,1,4,5,1,2,6,1,9,66.66666666666666,88.88888888888889,80.0
BLOCK 10,8,2,5,5,1,3,12,1,3,75.0,66.66666666666666,73.33333333333333
BLOCK 10,9,1,2,5,5,2,7,0,4,71.42857142857143,100.0,81.81818181818183
BLOCK 10,10,1,2,5,5,1,5,2,8,80.0,75.0,76.92307692307693
BLOCK 10,11,1,1,5,4,0,5,0,2,100.0,100.0,100.0
BLOCK 10,12,2,5,5,1,1,5,4,12,80.0,66.66666666666666,70.58823529411765
BLOCK 10,13,4,5,1,1,3,10,1,5,70.0,80.0,73.33333333333333
BLOCK 11,1,1,5,4,1,0,4,0,3,100.0,100.0,100.0
BLOCK 11,2,5,2,1,5,1,7,2,6,85.71428571428571,66.66666666666666,76.92307692307693
BLOCK 11,3,5,4,1,1,2,10,0,1,80.0,100.0,81.81818181818183
BLOCK 11,4,1,4,5,1,2,8,3,11,75.0,72.72727272727273,73.68421052631578
BLOCK 11,5,1,5,5,1,5,13,0,5,61.53846153846154,100.0,72.22222222222221
BLOCK 11,6,5,5,1,1,5,17,0,1,70.58823529411765,100.0,72.22222222222221
BLOCK 11,7,5,5,2,1,3,12,0,1,75.0,100.0,76.92307692307693
BLOCK 11,8,5,1,2,5,1,5,0,4,80.0,100.0,88.88888888888889
BLOCK 11,9,1,4,5,1,1,8,4,11,87.5,63.63636363636363,73.68421052631578
BLOCK 11,10,1,1,5,4,0,0,0,7,0,100.0,100.0
BLOCK 11,11,5,5,2,1,0,7,0,0,100.0,0,100.0
BLOCK 11,12,1,5,5,1,5,14,1,6,64.28571428571429,83.33333333333334,70.0
BLOCK 11,13,5,5,2,1,1,10,0,1,90.0,100.0,90.9090909090909
BLOCK 12,1,5,1,1,4,0,2,2,9,100.0,77.77777777777779,81.81818181818183
BLOCK 12,2,1,1,4,5,0,1,3,12,100.0,75.0,76.92307692307693
BLOCK 12,3,5,5,1,1,0,4,1,6,100.0,83.33333333333334,90.0
BLOCK 12,4,4,1,1,5,1,7,0,2,85.71428571428571,100.0,88.88888888888889
BLOCK 12,5,5,1,1,4,1,3,2,10,66.66666666666666,80.0,76.92307692307693
BLOCK 12,6,4,1,1,5,0,0,2,11,0,81.81818181818183,81.81818181818183
BLOCK 12,7,5,1,1,5,2,4,3,12,50.0,75.0,68.75
BLOCK 12,8,5,1,1,4,0,5,3,8,100.0,62.5,76.92307692307693
BLOCK 12,9,1,2,5,5,3,9,0,4,66.66666666666666,100.0,76.92307692307693
BLOCK 12,10,5,1,1,4,0,3,5,12,100.0,58.333333333333336,66.66666666666666
BLOCK 12,11,1,1,5,4,2,7,0,4,71.42857142857143,100.0,81.81818181818183
BLOCK 12,12,1,5,5,2,4,11,1,6,63.63636363636363,83.33333333333334,70.58823529411765
BLOCK 12,13,1,2,5,5,0,3,5,14,100.0,64.28571428571429,70.58823529411765
