Block,Episode,Start position x,End position y,Goal position x,Goal position y,Agent errors,Agent total movements,Interface errors,Interface total movements,Agent correct %,Interface correct %,Total correct %
BLOCK 3,8,1,5,5,1,2,8,3,10,75.0,70.0,72.22222222222221
BLOCK 3,9,2,5,5,1,1,9,5,10,88.88888888888889,50.0,68.42105263157895
BLOCK 3,10,1,2,5,5,0,7,6,12,100.0,50.0,68.42105263157895
BLOCK 3,11,1,5,5,1,1,8,3,8,87.5,62.5,75.0
BLOCK 3,12,1,5,5,1,0,6,2,6,100.0,66.66666666666666,83.33333333333334
BLOCK 3,13,1,5,4,1,0,9,8,14,100.0,42.857142857142854,65.21739130434783
BLOCK 4,1,1,2,5,5,3,12,1,3,75.0,66.66666666666666,73.33333333333333
BLOCK 4,2,5,1,2,5,0,0,5,19,0,73.68421052631578,73.68421052631578
BLOCK 4,3,5,4,1,1,2,8,2,7,75.0,71.42857142857143,73.33333333333333
BLOCK 4,4,4,5,1,1,1,7,0,2,85.71428571428571,100.0,88.88888888888889
BLOCK 4,5,5,1,1,5,0,0,2,12,0,83.33333333333334,83.33333333333334
BLOCK 4,6,5,1,2,5,1,7,0,2,85.71428571428571,100.0,88.88888888888889
BLOCK 4,7,2,5,5,1,0,5,2,6,100.0,66.66666666666666,81.81818181818183
BLOCK 4,8,5,4,1,1,0,3,4,14,100.0,71.42857142857143,76.47058823529412
BLOCK 4,9,1,4,5,1,1,8,10,21,87.5,52.38095238095239,62.06896551724138
BLOCK 4,10,4,1,1,5,2,5,1,8,60.0,87.5,76.92307692307693
BLOCK 4,11,1,5,4,1,2,8,1,5,75.0,80.0,76.92307692307693
BLOCK 4,12,1,5,4,1,0,4,1,5,100.0,80.0,88.88888888888889
BLOCK 4,13,2,5,5,1,0,4,0,3,100.0,100.0,100.0
BLOCK 5,1,5,5,1,2,0,4,0,3,100.0,100.0,100.0
BLOCK 5,2,1,2,5,5,1,4,1,7,75.0,85.71428571428571,81.81818181818183
BLOCK 5,3,5,4,1,1,0,5,0,4,100.0,100.0,100.0
BLOCK 5,4,2,5,5,1,0,0,2,11,0,81.81818181818183,81.81818181818183
BLOCK 5,5,5,1,2,5,1,9,0,0,88.88888888888889,0,88.88888888888889
BLOCK 5,6,5,5,1,2,2,8,1,7,75.0,85.71428571428571,80.0
BLOCK 5,7,4,1,1,5,0,8,0,1,100.0,100.0,100.0
BLOCK 5,8,5,5,2,1,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 5,9,5,5,1,1,0,6,3,8,100.0,62.5,78.57142857142857
BLOCK 5,10,1,2,5,5,3,10,1,5,70.0,80.0,73.33333333333333
BLOCK 5,11,1,5,4,1,0,3,6,16,100.0,62.5,68.42105263157895
BLOCK 5,12,1,5,5,2,0,1,3,12,100.0,75.0,76.92307692307693
BLOCK 5,13,5,1,2,5,1,9,0,0,88.88888888888889,0,88.88888888888889
BLOCK 6,1,5,1,1,5,0,0,3,14,0,78.57142857142857,78.57142857142857
BLOCK 6,2,4,1,1,5,1,8,0,1,87.5,100.0,88.88888888888889
BLOCK 6,3,5,5,1,1,0,3,1,7,100.0,85.71428571428571,90.0
BLOCK 6,4,4,1,1,5,1,8,0,1,87.5,100.0,88.88888888888889
BLOCK 6,5,4,1,1,5,0,3,4,14,100.0,71.42857142857143,76.47058823529412
BLOCK 6,6,1,2,5,5,2,8,1,5,75.0,80.0,76.92307692307693
BLOCK 6,7,5,5,1,2,0,2,4,13,100.0,69.23076923076923,73.33333333333333
BLOCK 6,8,1,5,5,1,5,16,1,4,68.75,75.0,70.0
BLOCK 6,9,1,5,5,2,0,0,3,15,0,80.0,80.0
BLOCK 6,10,1,5,5,1,0,3,4,13,100.0,69.23076923076923,75.0
BLOCK 6,11,5,1,2,5,0,2,3,11,100.0,72.72727272727273,76.92307692307693
BLOCK 6,12,5,5,2,1,3,9,3,10,66.66666666666666,70.0,68.42105263157895
BLOCK 6,13,5,1,1,5,1,8,0,2,87.5,100.0,90.0
BLOCK 7,1,1,1,4,5,0,1,4,14,100.0,71.42857142857143,73.33333333333333
BLOCK 7,2,5,2,1,5,2,7,4,12,71.42857142857143,66.66666666666666,68.42105263157895
BLOCK 7,3,1,5,4,1,3,8,1,7,62.5,85.71428571428571,73.33333333333333
BLOCK 7,4,1,1,5,5,0,1,1,9,100.0,88.88888888888889,90.0
BLOCK 7,5,1,5,5,2,5,12,2,9,58.333333333333336,77.77777777777779,66.66666666666666
BLOCK 7,6,1,5,4,1,1,7,2,6,85.71428571428571,66.66666666666666,76.92307692307693
BLOCK 7,7,5,1,1,5,3,9,2,7,66.66666666666666,71.42857142857143,68.75
BLOCK 7,8,5,5,1,2,3,12,0,1,75.0,100.0,76.92307692307693
BLOCK 7,9,1,2,5,5,0,0,1,9,0,88.88888888888889,88.88888888888889
BLOCK 7,10,1,2,5,5,0,6,13,27,100.0,51.85185185185185,60.60606060606061
BLOCK 7,11,4,5,1,1,5,16,1,3,68.75,66.66666666666666,68.42105263157895
BLOCK 7,12,5,5,1,1,4,15,1,2,73.33333333333333,50.0,70.58823529411765
BLOCK 7,13,1,1,5,5,0,1,6,19,100.0,68.42105263157895,70.0
BLOCK 8,1,4,5,1,1,4,9,0,6,55.55555555555556,100.0,73.33333333333333
BLOCK 8,2,5,5,1,2,1,9,1,4,88.88888888888889,75.0,84.61538461538461
BLOCK 8,3,5,5,1,2,1,10,4,9,90.0,55.55555555555556,73.68421052631578
BLOCK 8,4,5,5,1,2,1,7,0,2,85.71428571428571,100.0,88.88888888888889
BLOCK 8,5,4,1,1,5,1,6,0,3,83.33333333333334,100.0,88.88888888888889
BLOCK 8,6,1,1,4,5,0,2,2,9,100.0,77.77777777777779,81.81818181818183
BLOCK 8,7,2,5,5,1,3,9,2,8,66.66666666666666,75.0,70.58823529411765
BLOCK 8,8,5,1,1,5,0,3,3,11,100.0,72.72727272727273,78.57142857142857
BLOCK 8,9,5,5,1,2,4,11,2,8,63.63636363636363,75.0,68.42105263157895
BLOCK 8,10,1,5,4,1,0,1,3,12,100.0,75.0,76.92307692307693
BLOCK 8,11,5,5,2,1,6,17,1,4,64.70588235294117,75.0,66.66666666666666
BLOCK 8,12,1,5,5,2,1,9,0,0,88.88888888888889,0,88.88888888888889
BLOCK 8,13,5,1,1,5,3,8,2,10,62.5,80.0,72.22222222222221
BLOCK 9,1,2,5,5,1,2,11,0,0,81.81818181818183,0,81.81818181818183
BLOCK 9,2,5,5,1,2,1,4,2,9,75.0,77.77777777777779,76.92307692307693
BLOCK 9,3,5,4,1,1,0,4,1,7,100.0,85.71428571428571,90.9090909090909
BLOCK 9,4,1,2,5,5,2,8,3,9,75.0,66.66666666666666,70.58823529411765
BLOCK 9,5,1,4,5,1,0,7,0,0,100.0,0,100.0
BLOCK 9,6,5,5,1,1,0,6,5,12,100.0,58.333333333333336,72.22222222222221
BLOCK 9,7,1,1,4,5,1,5,2,6,80.0,66.66666666666666,72.72727272727273
BLOCK 9,8,4,1,1,5,0,2,4,15,100.0,73.33333333333333,76.47058823529412
BLOCK 9,9,4,1,1,5,0,0,1,9,0,88.88888888888889,88.88888888888889
BLOCK 9,10,1,1,5,5,2,8,1,6,75.0,83.33333333333334,78.57142857142857
BLOCK 9,11,5,4,1,1,1,6,0,5,83.33333333333334,100.0,90.9090909090909
BLOCK 9,12,1,5,5,1,2,11,0,1,81.81818181818183,100.0,83.33333333333334
BLOCK 9,13,5,5,1,1,4,12,1,6,66.66666666666666,83.33333333333334,72.22222222222221
BLOCK 10,1,4,1,1,5,3,13,4,8,76.92307692307693,50.0,66.66666666666666
BLOCK 10,2,1,2,5,5,3,8,2,9,62.5,77.77777777777779,70.58823529411765
BLOCK 10,3,4,5,1,1,0,9,0,0,100.0,0,100.0
BLOCK 10,4,1,5,5,2,4,13,0,4,69.23076923076923,100.0,76.47058823529412
BLOCK 10,5,1,2,5,5,0,8,3,5,100.0,40.0,76.92307692307693
BLOCK 10,6,1,5,5,2,0,2,2,11,100.0,81.81818181818183,84.61538461538461
BLOCK 10,7,4,5,1,1,3,11,1,6,72.72727272727273,83.33333333333334,76.47058823529412
BLOCK 10,8,1,1,5,4,0,5,1,4,100.0,75.0,88.88888888888889
BLOCK 10,9,1,5,5,2,4,13,1,5,69.23076923076923,80.0,72.22222222222221
BLOCK 10,10,5,5,1,1,2,11,0,1,81.81818181818183,100.0,83.33333333333334
BLOCK 10,11,1,2,5,5,0,2,1,7,100.0,85.71428571428571,88.88888888888889
BLOCK 10,12,1,5,4,1,0,2,1,7,100.0,85.71428571428571,88.88888888888889
BLOCK 10,13,5,2,1,5,2,9,0,2,77.77777777777779,100.0,81.81818181818183
BLOCK 11,1,2,1,5,5,3,12,0,1,75.0,100.0,76.92307692307693
BLOCK 11,2,1,2,5,5,1,9,2,4,88.88888888888889,50.0,76.92307692307693
BLOCK 11,3,5,5,2,1,0,3,5,14,100.0,64.28571428571429,70.58823529411765
BLOCK 11,4,1,2,5,5,3,12,0,1,75.0,100.0,76.92307692307693
BLOCK 11,5,1,5,5,1,3,11,3,9,72.72727272727273,66.66666666666666,70.0
BLOCK 11,6,1,1,5,5,0,8,0,0,100.0,0,100.0
BLOCK 11,7,1,1,5,4,2,10,1,3,80.0,66.66666666666666,76.92307692307693
BLOCK 11,8,1,1,5,4,2,11,0,0,81.81818181818183,0,81.81818181818183
BLOCK 11,9,1,5,5,2,1,6,2,6,83.33333333333334,66.66666666666666,75.0
BLOCK 11,10,5,2,1,5,1,8,3,7,87.5,57.14285714285714,73.33333333333333
BLOCK 11,11,4,5,1,1,0,2,6,17,100.0,64.70588235294117,68.42105263157895
BLOCK 11,12,4,5,1,1,0,1,5,16,100.0,68.75,70.58823529411765
BLOCK 11,13,5,5,2,1,0,2,8,21,100.0,61.904761904761905,65.21739130434783
BLOCK 12,1,1,4,5,1,0,5,0,2,100.0,100.0,100.0
BLOCK 12,2,5,4,1,1,2,10,0,1,80.0,100.0,81.81818181818183
BLOCK 12,3,2,5,5,1,2,8,4,11,75.0,63.63636363636363,68.42105263157895
BLOCK 12,4,2,1,5,5,1,3,1,8,66.66666666666666,87.5,81.81818181818183
BLOCK 12,5,5,5,1,2,0,2,1,7,100.0,85.71428571428571,88.88888888888889
BLOCK 12,6,5,2,1,5,2,6,1,7,66.66666666666666,85.71428571428571,76.92307692307693
BLOCK 12,7,1,1,5,5,0,2,2,10,100.0,80.0,83.33333333333334
BLOCK 12,8,5,1,1,5,4,13,4,11,69.23076923076923,63.63636363636363,66.66666666666666
BLOCK 12,9,5,1,1,4,0,2,8,21,100.0,61.904761904761905,65.21739130434783
BLOCK 12,10,5,5,1,1,6,17,2,7,64.70588235294117,71.42857142857143,66.66666666666666
BLOCK 12,11,5,5,1,1,1,6,3,10,83.33333333333334,70.0,75.0
BLOCK 12,12,5,2,1,5,1,4,1,7,75.0,85.71428571428571,81.81818181818183
BLOCK 12,13,1,1,5,5,3,10,1,6,70.0,83.33333333333334,75.0
