Block,Episode,Start position x,End position y,Goal position x,Goal position y,Agent errors,Agent total movements,Interface errors,Interface total movements,Agent correct %,Interface correct %,Total correct %
BLOCK 3,13,5,1,1,5,0,0,1,10,0,90.0,90.0
BLOCK 4,1,4,1,1,5,1,7,0,2,85.71428571428571,100.0,88.88888888888889
BLOCK 4,2,1,5,5,2,7,18,0,3,61.111111111111114,100.0,66.66666666666666
BLOCK 4,3,1,2,5,5,1,5,0,4,80.0,100.0,88.88888888888889
BLOCK 4,4,1,1,5,4,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 4,5,5,5,2,1,2,9,1,4,77.77777777777779,75.0,76.92307692307693
BLOCK 4,6,4,1,1,5,0,4,3,11,100.0,72.72727272727273,80.0
BLOCK 4,7,5,5,1,2,1,8,1,3,87.5,66.66666666666666,81.81818181818183
BLOCK 4,8,2,1,5,5,0,5,0,2,100.0,100.0,100.0
BLOCK 4,9,1,5,5,2,1,6,2,7,83.33333333333334,71.42857142857143,76.92307692307693
BLOCK 4,10,2,5,5,1,1,4,1,7,75.0,85.71428571428571,81.81818181818183
BLOCK 4,11,1,1,4,5,1,4,1,7,75.0,85.71428571428571,81.81818181818183
BLOCK 4,12,5,4,1,1,1,7,1,4,85.71428571428571,75.0,81.81818181818183
BLOCK 4,13,5,5,1,1,1,6,4,12,83.33333333333334,66.66666666666666,72.22222222222221
BLOCK 5,1,1,1,4,5,1,5,0,4,80.0,100.0,88.88888888888889
BLOCK 5,2,5,2,1,5,0,4,2,7,100.0,71.42857142857143,81.81818181818183
BLOCK 5,3,1,4,5,1,0,3,0,4,100.0,100.0,100.0
BLOCK 5,4,1,5,5,1,0,4,0,4,100.0,100.0,100.0
BLOCK 5,5,1,2,5,5,0,4,2,7,100.0,71.42857142857143,81.81818181818183
BLOCK 5,6,5,1,2,5,1,7,3,8,85.71428571428571,62.5,73.33333333333333
BLOCK 5,7,4,5,1,1,1,7,1,4,85.71428571428571,75.0,81.81818181818183
BLOCK 5,8,1,5,5,1,1,7,1,5,85.71428571428571,80.0,83.33333333333334
BLOCK 5,9,5,5,2,1,2,6,0,5,66.66666666666666,100.0,81.81818181818183
BLOCK 5,10,1,1,5,5,3,10,2,8,70.0,75.0,72.22222222222221
BLOCK 5,11,1,5,4,1,1,6,1,5,83.33333333333334,80.0,81.81818181818183
BLOCK 5,12,5,5,1,2,2,10,3,9,80.0,66.66666666666666,73.68421052631578
BLOCK 5,13,1,5,4,1,1,7,2,6,85.71428571428571,66.66666666666666,76.92307692307693
BLOCK 6,1,5,2,1,5,4,12,2,6,66.66666666666666,66.66666666666666,66.66666666666666
BLOCK 6,2,4,1,1,5,0,2,2,11,100.0,81.81818181818183,84.61538461538461
BLOCK 6,3,1,1,5,5,0,2,2,10,100.0,80.0,83.33333333333334
BLOCK 6,4,5,2,1,5,1,7,0,2,85.71428571428571,100.0,88.88888888888889
BLOCK 6,5,4,1,1,5,3,8,5,15,62.5,66.66666666666666,65.21739130434783
BLOCK 6,6,1,1,5,5,3,10,1,6,70.0,83.33333333333334,75.0
BLOCK 6,7,1,2,5,5,0,3,4,12,100.0,66.66666666666666,73.33333333333333
BLOCK 6,8,2,1,5,5,0,0,3,13,0,76.92307692307693,76.92307692307693
BLOCK 6,9,1,5,5,1,0,6,1,4,100.0,75.0,90.0
BLOCK 6,10,1,2,5,5,4,11,0,4,63.63636363636363,100.0,73.33333333333333
BLOCK 6,11,5,1,1,4,2,6,4,13,66.66666666666666,69.23076923076923,68.42105263157895
BLOCK 6,12,1,1,5,4,1,4,2,9,75.0,77.77777777777779,76.92307692307693
BLOCK 6,13,1,2,5,5,3,10,0,3,70.0,100.0,76.92307692307693
BLOCK 7,1,4,1,1,5,3,8,1,7,62.5,85.71428571428571,73.33333333333333
BLOCK 7,2,5,5,2,1,2,7,0,4,71.42857142857143,100.0,81.81818181818183
BLOCK 7,3,1,2,5,5,0,3,0,4,100.0,100.0,100.0
BLOCK 7,4,1,1,4,5,1,6,2,7,83.33333333333334,71.42857142857143,76.92307692307693
BLOCK 7,5,1,1,5,5,0,6,2,6,100.0,66.66666666666666,83.33333333333334
BLOCK 7,6,5,5,2,1,1,6,1,7,83.33333333333334,85.71428571428571,84.61538461538461
BLOCK 7,7,5,5,1,2,1,5,0,4,80.0,100.0,88.88888888888889
BLOCK 7,8,1,5,4,1,2,6,2,9,66.66666666666666,77.77777777777779,73.33333333333333
BLOCK 7,9,1,1,5,4,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 7,10,5,1,1,4,1,5,2,8,80.0,75.0,76.92307692307693
BLOCK 7,11,5,5,1,1,2,7,2,9,71.42857142857143,77.77777777777779,75.0
BLOCK 7,12,2,1,5,5,2,10,3,7,80.0,57.14285714285714,70.58823529411765
BLOCK 7,13,1,4,5,1,2,7,1,8,71.42857142857143,87.5,80.0
BLOCK 8,1,1,4,5,1,1,5,0,4,80.0,100.0,88.88888888888889
BLOCK 8,2,5,5,1,1,3,10,2,8,70.0,75.0,72.22222222222221
BLOCK 8,3,1,5,5,2,1,5,3,10,80.0,70.0,73.33333333333333
BLOCK 8,4,1,5,5,1,1,6,5,14,83.33333333333334,64.28571428571429,70.0
BLOCK 8,5,5,1,1,4,0,2,19,43,100.0,55.81395348837209,57.77777777777777
BLOCK 8,6,2,1,5,5,0,3,3,10,100.0,70.0,76.92307692307693
BLOCK 8,7,5,1,1,5,3,12,1,4,75.0,75.0,75.0
BLOCK 8,8,1,5,4,1,0,2,1,7,100.0,85.71428571428571,88.88888888888889
BLOCK 8,9,5,4,1,1,1,5,1,6,80.0,83.33333333333334,81.81818181818183
BLOCK 8,10,1,5,5,2,1,8,0,3,87.5,100.0,90.9090909090909
BLOCK 8,11,2,5,5,1,0,6,5,11,100.0,54.54545454545454,70.58823529411765
BLOCK 8,12,1,2,5,5,2,8,0,3,75.0,100.0,81.81818181818183
BLOCK 8,13,1,4,5,1,1,8,3,7,87.5,57.14285714285714,73.33333333333333
BLOCK 9,1,5,4,1,1,0,7,4,8,100.0,50.0,73.33333333333333
BLOCK 9,2,1,5,5,1,1,10,5,10,90.0,50.0,70.0
BLOCK 9,3,2,1,5,5,1,5,0,4,80.0,100.0,88.88888888888889
BLOCK 9,4,1,4,5,1,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 9,5,5,5,1,1,0,5,1,5,100.0,80.0,90.0
BLOCK 9,6,5,4,1,1,1,4,0,5,75.0,100.0,88.88888888888889
BLOCK 9,7,5,5,1,1,1,6,1,6,83.33333333333334,83.33333333333334,83.33333333333334
BLOCK 9,8,1,1,4,5,2,8,1,5,75.0,80.0,76.92307692307693
BLOCK 9,9,1,1,5,4,0,5,2,6,100.0,66.66666666666666,81.81818181818183
BLOCK 9,10,5,1,1,5,0,4,1,6,100.0,83.33333333333334,90.0
BLOCK 9,11,5,2,1,5,1,6,2,7,83.33333333333334,71.42857142857143,76.92307692307693
BLOCK 9,12,2,5,5,1,2,7,0,4,71.42857142857143,100.0,81.81818181818183
BLOCK 9,13,1,1,5,4,1,5,2,8,80.0,75.0,76.92307692307693
BLOCK 10,1,1,2,5,5,0,0,2,11,0,81.81818181818183,81.81818181818183
BLOCK 10,2,5,5,1,1,0,3,2,9,100.0,77.77777777777779,83.33333333333334
BLOCK 10,3,5,5,1,1,4,12,1,6,66.66666666666666,83.33333333333334,72.22222222222221
BLOCK 10,4,1,1,5,4,1,6,0,3,83.33333333333334,100.0,88.88888888888889
BLOCK 10,5,5,1,1,5,1,5,1,7,80.0,85.71428571428571,83.33333333333334
BLOCK 10,6,4,5,1,1,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 10,7,1,4,5,1,1,6,1,5,83.33333333333334,80.0,81.81818181818183
BLOCK 10,8,5,1,2,5,0,3,3,10,100.0,70.0,76.92307692307693
BLOCK 10,9,1,5,4,1,1,6,2,7,83.33333333333334,71.42857142857143,76.92307692307693
BLOCK 10,10,5,5,1,1,2,11,2,5,81.81818181818183,60.0,75.0
BLOCK 10,11,2,1,5,5,5,15,0,2,66.66666666666666,100.0,70.58823529411765
BLOCK 10,12,5,5,1,2,1,4,2,9,75.0,77.77777777777779,76.92307692307693
BLOCK 10,13,2,1,5,5,2,8,1,5,75.0,80.0,76.92307692307693
BLOCK 11,1,1,1,5,4,4,17,6,9,76.47058823529412,33.33333333333333,61.53846153846154
BLOCK 11,2,2,5,5,1,1,5,1,6,80.0,83.33333333333334,81.81818181818183
BLOCK 11,3,1,2,5,5,3,13,0,0,76.92307692307693,0,76.92307692307693
BLOCK 11,4,4,1,1,5,3,10,2,7,70.0,71.42857142857143,70.58823529411765
BLOCK 11,5,4,5,1,1,0,1,2,10,100.0,80.0,81.81818181818183
BLOCK 11,6,1,5,5,1,0,5,2,7,100.0,71.42857142857143,83.33333333333334
BLOCK 11,7,1,4,5,1,2,9,6,14,77.77777777777779,57.14285714285714,65.21739130434783
BLOCK 11,8,2,1,5,5,2,9,0,2,77.77777777777779,100.0,81.81818181818183
BLOCK 11,9,5,2,1,5,1,5,0,4,80.0,100.0,88.88888888888889
BLOCK 11,10,2,1,5,5,2,10,1,3,80.0,66.66666666666666,76.92307692307693
BLOCK 11,11,1,1,4,5,3,13,0,0,76.92307692307693,0,76.92307692307693
BLOCK 11,12,1,1,4,5,1,9,0,0,88.88888888888889,0,88.88888888888889
BLOCK 11,13,1,1,5,5,5,17,1,3,70.58823529411765,66.66666666666666,70.0
BLOCK 12,1,4,1,1,5,0,2,1,7,100.0,85.71428571428571,88.88888888888889
BLOCK 12,2,5,5,1,2,0,4,0,3,100.0,100.0,100.0
BLOCK 12,3,2,5,5,1,0,3,0,4,100.0,100.0,100.0
BLOCK 12,4,5,2,1,5,0,4,1,5,100.0,80.0,88.88888888888889
BLOCK 12,5,1,5,4,1,3,9,0,4,66.66666666666666,100.0,76.92307692307693
BLOCK 12,6,5,2,1,5,2,11,5,10,81.81818181818183,50.0,66.66666666666666
BLOCK 12,7,5,2,1,5,2,6,1,7,66.66666666666666,85.71428571428571,76.92307692307693
BLOCK 12,8,2,5,5,1,0,4,1,5,100.0,80.0,88.88888888888889
BLOCK 12,9,1,4,5,1,0,2,0,5,100.0,100.0,100.0
BLOCK 12,10,4,1,1,5,0,5,1,4,100.0,75.0,88.88888888888889
BLOCK 12,11,5,4,1,1,4,12,3,9,66.66666666666666,66.66666666666666,66.66666666666666
BLOCK 12,12,5,5,1,2,0,4,0,3,100.0,100.0,100.0
BLOCK 12,13,1,1,5,5,1,8,0,2,87.5,100.0,90.0
