Block,Episode,Start position x,End position y,Goal position x,Goal position y,Agent errors,Agent total movements,Interface errors,Interface total movements,Agent correct %,Interface correct %,Total correct %
BLOCK 8,5,1,1,5,4,1,7,4,10,85.71428571428571,60.0,70.58823529411765
BLOCK 8,6,5,1,1,5,2,10,0,2,80.0,100.0,83.33333333333334
BLOCK 8,7,2,5,5,1,5,10,0,7,50.0,100.0,70.58823529411765
BLOCK 8,8,1,4,5,1,1,8,1,3,87.5,66.66666666666666,81.81818181818183
BLOCK 8,9,1,5,4,1,4,11,4,12,63.63636363636363,66.66666666666666,65.21739130434783
BLOCK 8,10,5,5,1,1,0,2,1,8,100.0,87.5,90.0
BLOCK 8,11,5,4,1,1,4,13,2,6,69.23076923076923,66.66666666666666,68.42105263157895
BLOCK 8,12,1,5,5,2,0,0,7,21,0,66.66666666666666,66.66666666666666
BLOCK 8,13,5,5,2,1,1,4,0,5,75.0,100.0,88.88888888888889
BLOCK 9,1,5,2,1,5,0,3,7,18,100.0,61.111111111111114,66.66666666666666
BLOCK 9,2,5,1,2,5,0,3,12,28,100.0,57.14285714285714,61.29032258064516
BLOCK 9,3,5,2,1,5,0,0,3,13,0,76.92307692307693,76.92307692307693
BLOCK 9,4,1,1,5,4,3,9,2,8,66.66666666666666,75.0,70.58823529411765
BLOCK 9,5,1,1,5,5,2,8,3,10,75.0,70.0,72.22222222222221
BLOCK 9,6,2,5,5,1,5,15,0,2,66.66666666666666,100.0,70.58823529411765
BLOCK 9,7,1,1,4,5,1,4,2,9,75.0,77.77777777777779,76.92307692307693
BLOCK 9,8,2,1,5,5,2,7,3,8,71.42857142857143,62.5,66.66666666666666
BLOCK 9,9,4,1,1,5,0,1,4,14,100.0,71.42857142857143,73.33333333333333
BLOCK 9,10,5,4,1,1,2,7,0,4,71.42857142857143,100.0,81.81818181818183
BLOCK 9,11,4,1,1,5,0,1,4,14,100.0,71.42857142857143,73.33333333333333
BLOCK 9,12,5,2,1,5,0,1,2,10,100.0,80.0,81.81818181818183
BLOCK 9,13,5,1,1,4,0,2,8,21,100.0,61.904761904761905,65.21739130434783
BLOCK 10,1,5,5,1,2,1,6,1,5,83.33333333333334,80.0,81.81818181818183
BLOCK 10,2,5,5,1,2,2,6,1,7,66.66666666666666,85.71428571428571,76.92307692307693
BLOCK 10,3,1,2,5,5,1,5,7,18,80.0,61.111111111111114,65.21739130434783
BLOCK 10,4,1,2,5,5,2,8,2,7,75.0,71.42857142857143,73.33333333333333
BLOCK 10,5,5,5,2,1,0,3,2,8,100.0,75.0,81.81818181818183
BLOCK 10,6,5,4,1,1,1,6,1,5,83.33333333333334,80.0,81.81818181818183
BLOCK 10,7,4,1,1,5,0,2,2,9,100.0,77.77777777777779,81.81818181818183
BLOCK 10,8,5,5,2,1,1,4,3,11,75.0,72.72727272727273,73.33333333333333
BLOCK 10,9,2,5,5,1,0,5,1,4,100.0,75.0,88.88888888888889
BLOCK 10,10,1,5,5,2,2,10,4,10,80.0,60.0,70.0
BLOCK 10,11,4,1,1,5,6,13,6,20,53.84615384615385,70.0,63.63636363636363
BLOCK 10,12,1,5,5,2,4,12,0,5,66.66666666666666,100.0,76.47058823529412
BLOCK 10,13,1,5,5,2,0,2,4,12,100.0,66.66666666666666,71.42857142857143
BLOCK 11,1,1,2,5,5,1,7,1,4,85.71428571428571,75.0,81.81818181818183
BLOCK 11,2,5,5,2,1,0,3,0,4,100.0,100.0,100.0
BLOCK 11,3,1,2,5,5,1,7,5,12,85.71428571428571,58.333333333333336,68.42105263157895
BLOCK 11,4,4,1,1,5,0,3,0,4,100.0,100.0,100.0
BLOCK 11,5,1,1,5,5,1,6,3,10,83.33333333333334,70.0,75.0
BLOCK 11,6,1,1,5,5,1,8,4,10,87.5,60.0,72.22222222222221
BLOCK 11,7,5,5,1,1,2,8,2,8,75.0,75.0,75.0
BLOCK 11,8,5,5,1,1,0,4,0,4,100.0,100.0,100.0
BLOCK 11,9,5,5,2,1,1,7,4,10,85.71428571428571,60.0,70.58823529411765
BLOCK 11,10,5,4,1,1,2,10,2,7,80.0,71.42857142857143,76.47058823529412
BLOCK 11,11,5,5,1,1,1,5,2,9,80.0,77.77777777777779,78.57142857142857
BLOCK 11,12,5,2,1,5,2,7,0,4,71.42857142857143,100.0,81.81818181818183
BLOCK 11,13,1,4,5,1,2,7,3,10,71.42857142857143,70.0,70.58823529411765
BLOCK 12,1,5,5,1,1,6,18,0,2,66.66666666666666,100.0,70.0
BLOCK 12,2,5,1,2,5,1,5,2,8,80.0,75.0,76.92307692307693
BLOCK 12,3,1,1,5,5,0,1,2,11,100.0,81.81818181818183,83.33333333333334
BLOCK 12,4,5,4,1,1,4,12,2,7,66.66666666666666,71.42857142857143,68.42105263157895
BLOCK 12,5,5,2,1,5,0,4,0,3,100.0,100.0,100.0
BLOCK 12,6,1,1,5,4,0,0,2,11,0,81.81818181818183,81.81818181818183
BLOCK 12,7,1,1,4,5,7,17,2,8,58.82352941176471,75.0,64.0
BLOCK 12,8,5,4,1,1,0,4,0,3,100.0,100.0,100.0
BLOCK 12,9,5,5,1,1,4,10,3,12,60.0,75.0,68.18181818181817
BLOCK 12,10,4,5,1,1,1,9,2,6,88.88888888888889,66.66666666666666,80.0
BLOCK 12,11,4,5,1,1,5,13,2,10,61.53846153846154,80.0,69.56521739130434
BLOCK 12,12,1,1,5,5,5,14,1,6,64.28571428571429,83.33333333333334,70.0
BLOCK 12,13,1,1,5,4,0,5,3,8,100.0,62.5,76.92307692307693
