Block,Episode,Start position x,End position y,Goal position x,Goal position y,Agent errors,Agent total movements,Interface errors,Interface total movements,Agent correct %,Interface correct %,Total correct %
BLOCK 6,10,5,1,2,5,2,7,0,4,71.42857142857143,100.0,81.81818181818183
BLOCK 6,11,1,5,5,1,1,4,2,10,75.0,80.0,78.57142857142857
BLOCK 6,12,5,2,1,5,0,3,2,8,100.0,75.0,81.81818181818183
BLOCK 6,13,1,5,4,1,0,3,2,8,100.0,75.0,81.81818181818183
BLOCK 7,1,1,5,5,1,3,9,2,9,66.66666666666666,77.77777777777779,72.22222222222221
BLOCK 7,2,1,1,5,5,0,4,1,6,100.0,83.33333333333334,90.0
BLOCK 7,3,5,1,2,5,2,8,3,9,75.0,66.66666666666666,70.58823529411765
BLOCK 7,4,4,1,1,5,0,5,1,4,100.0,75.0,88.88888888888889
BLOCK 7,5,2,1,5,5,3,10,2,7,70.0,71.42857142857143,70.58823529411765
BLOCK 7,6,5,1,2,5,0,4,0,3,100.0,100.0,100.0
BLOCK 7,7,5,5,2,1,1,5,0,6,80.0,100.0,90.9090909090909
BLOCK 7,8,5,1,1,5,1,5,0,5,80.0,100.0,90.0
BLOCK 7,9,2,1,5,5,1,8,4,9,87.5,55.55555555555556,70.58823529411765
BLOCK 7,10,5,4,1,1,1,6,3,8,83.33333333333334,62.5,71.42857142857143
BLOCK 7,11,5,1,1,5,2,8,1,6,75.0,83.33333333333334,78.57142857142857
BLOCK 7,12,1,1,5,5,2,7,1,7,71.42857142857143,85.71428571428571,78.57142857142857
BLOCK 7,13,1,2,5,5,0,3,0,4,100.0,100.0,100.0
BLOCK 8,1,1,2,5,5,2,7,0,4,71.42857142857143,100.0,81.81818181818183
BLOCK 8,2,1,4,5,1,1,6,2,7,83.33333333333334,71.42857142857143,76.92307692307693
BLOCK 8,3,2,5,5,1,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 8,4,1,1,5,5,0,3,0,5,100.0,100.0,100.0
BLOCK 8,5,5,1,2,5,1,11,0,0,90.9090909090909,0,90.9090909090909
BLOCK 8,6,1,5,5,1,0,2,0,6,100.0,100.0,100.0
BLOCK 8,7,1,5,5,2,1,6,3,9,83.33333333333334,66.66666666666666,73.33333333333333
BLOCK 8,8,1,1,4,5,1,6,2,7,83.33333333333334,71.42857142857143,76.92307692307693
BLOCK 8,9,5,4,1,1,0,4,1,5,100.0,80.0,88.88888888888889
BLOCK 8,10,5,1,1,4,0,2,5,15,100.0,66.66666666666666,70.58823529411765
BLOCK 8,11,1,2,5,5,0,3,3,10,100.0,70.0,76.92307692307693
BLOCK 8,12,4,5,1,1,0,4,2,7,100.0,71.42857142857143,81.81818181818183
BLOCK 8,13,2,5,5,1,2,6,2,9,66.66666666666666,77.77777777777779,73.33333333333333
BLOCK 9,1,4,5,1,1,2,7,2,8,71.42857142857143,75.0,73.33333333333333
BLOCK 9,2,2,5,5,1,0,5,1,4,100.0,75.0,88.88888888888889
BLOCK 9,3,1,5,5,2,0,8,5,9,100.0,44.44444444444444,70.58823529411765
BLOCK 9,4,1,1,5,5,1,8,2,6,87.5,66.66666666666666,78.57142857142857
BLOCK 9,5,4,1,1,5,1,8,3,9,87.5,66.66666666666666,76.47058823529412
BLOCK 9,6,5,1,1,5,1,6,1,6,83.33333333333334,83.33333333333334,83.33333333333334
BLOCK 9,7,1,5,5,1,2,7,1,7,71.42857142857143,85.71428571428571,78.57142857142857
BLOCK 9,8,1,5,5,1,5,12,2,10,58.333333333333336,80.0,68.18181818181817
BLOCK 9,9,4,5,1,1,0,6,2,5,100.0,60.0,81.81818181818183
BLOCK 9,10,5,2,1,5,0,5,3,8,100.0,62.5,76.92307692307693
BLOCK 9,11,5,5,2,1,5,13,2,8,61.53846153846154,75.0,66.66666666666666
BLOCK 9,12,4,5,1,1,0,5,1,4,100.0,75.0,88.88888888888889
BLOCK 9,13,1,2,5,5,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 10,1,1,1,4,5,2,8,1,3,75.0,66.66666666666666,72.72727272727273
BLOCK 10,2,5,5,1,1,1,5,1,7,80.0,85.71428571428571,83.33333333333334
BLOCK 10,3,5,1,1,4,2,7,0,4,71.42857142857143,100.0,81.81818181818183
BLOCK 10,4,5,4,1,1,3,10,1,5,70.0,80.0,73.33333333333333
BLOCK 10,5,2,5,5,1,2,11,0,0,81.81818181818183,0,81.81818181818183
BLOCK 10,6,4,1,1,5,1,9,0,0,88.88888888888889,0,88.88888888888889
BLOCK 10,7,4,5,1,1,0,4,2,7,100.0,71.42857142857143,81.81818181818183
BLOCK 10,8,5,1,2,5,4,13,0,2,69.23076923076923,100.0,73.33333333333333
BLOCK 10,9,4,5,1,1,1,5,1,6,80.0,83.33333333333334,81.81818181818183
BLOCK 10,10,5,5,1,1,0,4,3,10,100.0,70.0,78.57142857142857
BLOCK 10,11,1,1,5,4,1,7,3,8,85.71428571428571,62.5,73.33333333333333
BLOCK 10,12,5,1,1,5,4,16,0,0,75.0,0,75.0
BLOCK 10,13,5,4,1,1,6,15,0,6,60.0,100.0,71.42857142857143
BLOCK 11,1,5,1,1,5,2,7,1,7,71.42857142857143,85.71428571428571,78.57142857142857
BLOCK 11,2,4,1,1,5,2,6,1,7,66.66666666666666,85.71428571428571,76.92307692307693
BLOCK 11,3,5,5,1,1,0,0,3,14,0,78.57142857142857,78.57142857142857
BLOCK 11,4,5,5,1,1,0,0,3,14,0,78.57142857142857,78.57142857142857
BLOCK 11,5,1,1,4,5,6,18,0,1,66.66666666666666,100.0,68.42105263157895
BLOCK 11,6,5,5,1,2,0,0,2,11,0,81.81818181818183,81.81818181818183
BLOCK 11,7,5,2,1,5,0,3,0,4,100.0,100.0,100.0
BLOCK 11,8,2,1,5,5,2,9,1,4,77.77777777777779,75.0,76.92307692307693
BLOCK 11,9,1,1,5,5,0,8,0,0,100.0,0,100.0
BLOCK 11,10,1,4,5,1,4,10,3,11,60.0,72.72727272727273,66.66666666666666
BLOCK 11,11,5,1,1,4,0,4,2,7,100.0,71.42857142857143,81.81818181818183
BLOCK 11,12,5,4,1,1,0,1,2,10,100.0,80.0,81.81818181818183
BLOCK 11,13,4,1,1,5,1,6,0,3,83.33333333333334,100.0,88.88888888888889
BLOCK 12,1,5,2,1,5,2,10,1,3,80.0,66.66666666666666,76.92307692307693
BLOCK 12,2,5,5,1,1,5,15,0,3,66.66666666666666,100.0,72.22222222222221
BLOCK 12,3,5,2,1,5,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 12,4,5,5,2,1,8,21,3,8,61.904761904761905,62.5,62.06896551724138
BLOCK 12,5,2,1,5,5,0,3,2,8,100.0,75.0,81.81818181818183
BLOCK 12,6,4,5,1,1,1,6,0,3,83.33333333333334,100.0,88.88888888888889
BLOCK 12,7,5,5,1,2,3,12,0,1,75.0,100.0,76.92307692307693
BLOCK 12,8,1,1,5,4,1,3,1,8,66.66666666666666,87.5,81.81818181818183
BLOCK 12,9,5,2,1,5,1,8,1,3,87.5,66.66666666666666,81.81818181818183
BLOCK 12,10,5,4,1,1,4,15,0,2,73.33333333333333,100.0,76.47058823529412
BLOCK 12,11,5,4,1,1,3,11,3,10,72.72727272727273,70.0,71.42857142857143
BLOCK 12,12,5,5,1,1,0,4,1,6,100.0,83.33333333333334,90.0
BLOCK 12,13,4,5,1,1,0,3,1,6,100.0,83.33333333333334,88.88888888888889
