Block,Episode,Start position x,End position y,Goal position x,Goal position y,Agent errors,Agent total movements,Interface errors,Interface total movements,Agent correct %,Interface correct %,Total correct %
BLOCK 7,9,5,2,1,5,0,4,2,7,100.0,71.42857142857143,81.81818181818183
BLOCK 7,10,5,5,1,2,1,6,2,7,83.33333333333334,71.42857142857143,76.92307692307693
BLOCK 7,11,5,5,1,2,2,7,2,8,71.42857142857143,75.0,73.33333333333333
BLOCK 7,12,4,1,1,5,3,9,0,4,66.66666666666666,100.0,76.92307692307693
BLOCK 7,13,5,1,1,5,2,9,3,9,77.77777777777779,66.66666666666666,72.22222222222221
BLOCK 8,1,1,5,5,2,0,3,4,12,100.0,66.66666666666666,73.33333333333333
BLOCK 8,2,4,5,1,1,0,0,0,7,0,100.0,100.0
BLOCK 8,3,1,5,5,2,2,3,2,12,33.33333333333333,83.33333333333334,73.33333333333333
BLOCK 8,4,5,5,1,1,0,0,5,18,0,72.22222222222221,72.22222222222221
BLOCK 8,5,2,5,5,1,1,6,0,3,83.33333333333334,100.0,88.88888888888889
BLOCK 8,6,5,1,1,4,1,7,0,2,85.71428571428571,100.0,88.88888888888889
BLOCK 8,7,5,5,2,1,0,3,0,4,100.0,100.0,100.0
BLOCK 8,8,2,1,5,5,1,6,1,5,83.33333333333334,80.0,81.81818181818183
BLOCK 8,9,4,1,1,5,1,5,1,6,80.0,83.33333333333334,81.81818181818183
BLOCK 8,10,5,5,1,2,1,7,2,6,85.71428571428571,66.66666666666666,76.92307692307693
BLOCK 8,11,1,1,4,5,0,5,0,2,100.0,100.0,100.0
BLOCK 8,12,5,1,1,5,2,9,1,5,77.77777777777779,80.0,78.57142857142857
BLOCK 8,13,1,4,5,1,1,3,3,14,66.66666666666666,78.57142857142857,76.47058823529412
BLOCK 9,1,5,5,1,2,0,0,4,15,0,73.33333333333333,73.33333333333333
BLOCK 9,2,5,5,2,1,0,1,3,13,100.0,76.92307692307693,78.57142857142857
BLOCK 9,3,5,5,1,2,0,0,0,7,0,100.0,100.0
BLOCK 9,4,4,1,1,5,2,8,3,9,75.0,66.66666666666666,70.58823529411765
BLOCK 9,5,1,1,4,5,8,22,1,3,63.63636363636363,66.66666666666666,64.0
BLOCK 9,6,1,1,5,5,3,14,0,0,78.57142857142857,0,78.57142857142857
BLOCK 9,7,5,5,1,1,0,1,5,17,100.0,70.58823529411765,72.22222222222221
BLOCK 9,8,1,1,4,5,7,20,8,17,65.0,52.94117647058824,59.45945945945946
BLOCK 9,9,1,5,5,2,3,8,1,7,62.5,85.71428571428571,73.33333333333333
BLOCK 9,10,1,5,5,2,4,12,1,5,66.66666666666666,80.0,70.58823529411765
BLOCK 9,11,1,4,5,1,2,8,1,7,75.0,85.71428571428571,80.0
BLOCK 9,12,5,5,1,1,0,0,2,12,0,83.33333333333334,83.33333333333334
BLOCK 9,13,1,5,5,2,1,7,3,8,85.71428571428571,62.5,73.33333333333333
BLOCK 10,1,1,1,5,5,1,9,4,9,88.88888888888889,55.55555555555556,72.22222222222221
BLOCK 10,2,1,1,4,5,1,7,1,4,85.71428571428571,75.0,81.81818181818183
BLOCK 10,3,5,2,1,5,0,2,2,9,100.0,77.77777777777779,81.81818181818183
BLOCK 10,4,1,4,5,1,0,2,8,23,100.0,65.21739130434783,68.0
BLOCK 10,5,1,4,5,1,2,11,3,6,81.81818181818183,50.0,70.58823529411765
BLOCK 10,6,5,5,1,1,2,7,5,15,71.42857142857143,66.66666666666666,68.18181818181817
BLOCK 10,7,1,1,4,5,0,3,1,6,100.0,83.33333333333334,88.88888888888889
BLOCK 10,8,1,5,4,1,4,13,0,2,69.23076923076923,100.0,73.33333333333333
BLOCK 10,9,5,1,1,5,2,8,2,8,75.0,75.0,75.0
BLOCK 10,10,5,2,1,5,1,3,4,14,66.66666666666666,71.42857142857143,70.58823529411765
BLOCK 10,11,2,5,5,1,1,4,1,7,75.0,85.71428571428571,81.81818181818183
BLOCK 10,12,1,5,5,2,1,4,4,13,75.0,69.23076923076923,70.58823529411765
BLOCK 10,13,1,5,5,1,2,6,5,16,66.66666666666666,68.75,68.18181818181817
BLOCK 11,1,4,5,1,1,0,0,0,7,0,100.0,100.0
BLOCK 11,2,5,4,1,1,0,2,6,17,100.0,64.70588235294117,68.42105263157895
BLOCK 11,3,5,1,2,5,3,9,0,4,66.66666666666666,100.0,76.92307692307693
BLOCK 11,4,5,1,1,4,0,4,1,5,100.0,80.0,88.88888888888889
BLOCK 11,5,1,1,4,5,5,17,0,0,70.58823529411765,0,70.58823529411765
BLOCK 11,6,4,1,1,5,3,11,2,8,72.72727272727273,75.0,73.68421052631578
BLOCK 11,7,5,4,1,1,0,2,3,11,100.0,72.72727272727273,76.92307692307693
BLOCK 11,8,5,4,1,1,0,1,4,14,100.0,71.42857142857143,73.33333333333333
BLOCK 11,9,5,1,2,5,1,6,0,3,83.33333333333334,100.0,88.88888888888889
BLOCK 11,10,1,2,5,5,3,13,1,2,76.92307692307693,50.0,73.33333333333333
BLOCK 11,11,1,2,5,5,4,15,0,0,73.33333333333333,0,73.33333333333333
BLOCK 11,12,1,1,5,4,2,10,0,1,80.0,100.0,81.81818181818183
BLOCK 11,13,5,2,1,5,1,5,3,10,80.0,70.0,73.33333333333333
BLOCK 12,1,5,5,1,2,0,3,2,8,100.0,75.0,81.81818181818183
BLOCK 12,2,1,2,5,5,0,4,3,9,100.0,66.66666666666666,76.92307692307693
BLOCK 12,3,1,1,5,5,3,12,0,2,75.0,100.0,78.57142857142857
BLOCK 12,4,5,5,1,2,5,16,1,4,68.75,75.0,70.0
BLOCK 12,5,2,5,5,1,1,5,1,6,80.0,83.33333333333334,81.81818181818183
BLOCK 12,6,1,1,5,5,1,7,0,3,85.71428571428571,100.0,90.0
BLOCK 12,7,5,4,1,1,0,4,1,5,100.0,80.0,88.88888888888889
BLOCK 12,8,5,1,1,5,1,3,2,11,66.66666666666666,81.81818181818183,78.57142857142857
BLOCK 12,9,5,1,1,5,0,2,2,10,100.0,80.0,83.33333333333334
BLOCK 12,10,5,5,1,1,0,1,3,13,100.0,76.92307692307693,78.57142857142857
BLOCK 12,11,2,5,5,1,1,5,0,4,80.0,100.0,88.88888888888889
BLOCK 12,12,2,1,5,5,0,2,1,7,100.0,85.71428571428571,88.88888888888889
BLOCK 12,13,1,5,4,1,1,5,3,10,80.0,70.0,73.33333333333333
